defect_id	test_id	reason
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_every_requirement_is_recorded_as_carried	The test only checks carried derivations, not report bytes or rendered blocks.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_every_run_reports_an_identifier_for_itself	The test only checks run identifiers, not report bytes or review-state equality.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_no_continued_run_carries_nothing	The test only checks decomposition calls and derived derivations, not report bytes or run-to-run output.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_alignment_helper_is_not_called_when_nothing_is_left_over	The test only counts alignment-helper calls and does not inspect report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_carry_key_reads_the_live_response_schema	This test only checks the computed carry key, not report rendering or persisted review bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_corpus_pairs_are_actually_loaded	This test only checks corpus counts and file presence, not report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_decisions_a_run_stands_on_are_recorded_carried_and_fresh_alike	This test only checks carried merge decisions, not report bytes or review rendering.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_decompose_command_writes_a_ledger_entry_and_a_second_run_carries	The test only checks ledger entries and decompose-call counts, not report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_ledger_is_not_written_under_the_cache	The test only checks the ledger root path, not report bytes or review state.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_ledger_records_how_many_model_calls_the_run_issued	This test only checks ledger call counts, not report bytes or review rendering.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_ledger_records_the_request_key_of_each_derivation	The test only inspects ledger derivation carry keys, not report bytes or review-state variability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_ledger_records_what_was_carried_derived_and_revised	This test only checks ledger round-tripping fields, not report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_plan_issues_calls_only_for_what_changed	This test only inspects the carry plan, not report rendering or persisted review bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_residue_is_matched_through_the_alignment_helper	The test only checks the alignment prompt and call count, not report bytes or review-state persistence.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_review_pipeline_carries_forward_and_hands_back_what_it_derived	This test only checks carried derivations and ledger count, not report bytes or run-to-run output stability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_the_review_pipeline_leaves_no_ledger_behind_when_given_no_sink	The test only checks that no .acceptance directory is created.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_two_requirements_are_the_same_requirement_when_their_text_matches_exactly	The test only checks carried derivations and counts, not report bytes or rendered pair blocks.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_carry_forward.py::test_whitespace_only_reflow_does_not_strand_a_carried_span	This test only checks stale_spans and never renders reports.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_decompose_partitioning.py::test_changing_the_partition_size_changes_the_request_key	The test only checks request construction, not report rendering or persisted review bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/requirement/test_link_prefilter.py::test_both_records_survive_a_round_trip_through_the_persisted_review	The test only reads persisted link-prefilter fields, not report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_a_missing_prior_is_reported_as_missing_rather_than_as_a_key_mismatch	The test only checks `decision.refusal`, not report bytes or review-state persistence.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_a_requirement_whose_key_moved_is_derived_rather_than_carried	This test only checks carry planning, not report rendering or persisted review bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_a_stage_can_refuse_a_carry_whose_key_still_matches	The test only asserts carry refusal, not report bytes or review-state stability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_decomposition_reaches_its_carry_verdict_through_the_shared_rule	This test only spies on `requirement_carry.decide` and checks the returned carry plan, not report bytes or review state.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_moving_the_rule_left_the_decompose_carry_key_byte_identical	The test only checks the carry key value, not report bytes or review state.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_the_key_moves_when_any_determinism_control_moves	This test only checks the return value of carry_key, not report bytes or review state.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_the_key_moves_when_the_unit_s_own_input_moves	The test only calls `carry_key` and asserts on its return value, not on report output.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_carry.py::test_the_shared_key_spreads_a_stage_s_inputs_rather_than_nesting_them	This test only checks `carry_key(...)` output, not report rendering or persisted review bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_cli.py::test_run_check_accepts_an_explicit_repo_independent_of_cwd	The test only checks returned revision fields, not report bytes or rendered pair blocks.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_cli.py::test_run_check_rejects_a_revision_missing_from_the_given_repo	This test only expects a CliError from run_check and never inspects report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_determinism.py::test_canonical_json_is_sorted_and_stable	The test only checks canonical JSON from Review, not rendered report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_a_provider_reporting_no_stop_reason_records_none	The test only checks the stored stop_reason field, not report bytes or review-state rendering.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_a_response_that_fails_validation_is_not_left_in_the_store	The test only checks store persistence and a control flag, not report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_a_transcript_records_which_determinism_controls_actually_applied	The test only reads the stored transcript controls, not report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_a_transcript_records_why_the_model_stopped_generating	The test only checks the stored stop_reason, not report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_record_mode_validates_and_persists_a_transcript	The test only checks the returned verdict, one call, and that a transcript file exists.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_recorded_transcripts_are_byte_identical_for_the_same_call	This test only compares recorded transcript bytes from model calls, not report output.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_request_key_distinguishes_call_parameters	This test only compares request keys and never renders a report.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_request_key_distinguishes_prompt_and_schema	This test only checks request keys, not report rendering or persisted review bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_request_key_is_stable_across_clients	The test only compares request keys and never renders a report.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_llm.py::test_transcripts_record_no_wall_clock_state	This test only inspects the stored transcript file, not the rendered report output.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_mandate_coverage.py::test_the_report_states_the_same_coverage_the_result_carries	This test only checks mandate coverage text, not pair-verdict rendering or run-to-run byte stability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_recommendation_omission.py::test_retrieval_returns_the_not_obtained_record_rather_than_nothing	This test only checks lookup return values, not report bytes or review rendering.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_recommendation_omission.py::test_the_not_obtained_record_survives_persistence	The test only round-trips review state and never renders a report.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_recommendation_omission.py::test_the_report_renders_that_differently_from_a_criterion_owed_no_test	This defect only changes run-to-run report bytes, not the specific distinctions this test asserts.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_recommendation_omission.py::test_the_report_says_the_prescription_was_not_obtained	The assertions only check for two fixed substrings, not byte-identical report output across runs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_boundary_obligation_renders_as_not_applicable_not_as_a_missing_test	This test only inspects one rendered report and does not compare repeated runs or persisted state.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_boundary_with_nothing_examined_does_not_claim_non_violation	The test only checks two substrings in one rendered report, not byte-for-byte stability across runs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_carried_forward_obligation_says_so_and_names_the_revision	This test only checks two carried-forward phrases, not byte-for-byte report stability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_first_review_renders_no_changes_section	This test only checks that a section is absent on a first review, not byte-identical output across runs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_fresh_obligation_carries_no_such_label	This test only checks that one phrase is absent from the report.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_recommendation_sits_under_its_own_obligation_and_no_other	The test only checks recommendation placement within the obligations section, not byte-stable report output across runs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_respected_boundary_is_one_claim_over_the_examined_set_not_a_listing	This test only checks one rendered report and does not depend on run-to-run state variation.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_review_with_gaps_closes_by_pointing_at_the_retrieval_command	This test only checks the report suffix and absence of one string, not byte-identical stability across runs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_a_review_with_no_obligations_does_not_advertise_retrieval	The test only checks the report ends with the no-retrieval instruction.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_empty_review_renders_the_full_shell	The test renders an empty review with no pair verdicts or unjudged pairs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_every_test_evidence_line_shows_a_tier	This test only checks evidence lines and their tier text, not run-to-run report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_multi_word_verdict_renders_as_the_16_headline	This test only asserts the completion headline and caveat, not any pair-report bytes.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_open_questions_and_recommendations_are_numbered	This test only checks numbering and counts in a constructed report, not run-to-run byte stability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_status_is_stated_in_words_not_symbols	The test only checks for symbols and words in one rendered report, not byte-for-byte stability across runs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_test_citations_name_the_test_not_just_the_file	The test only checks that a specific citation string appears in the report.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_the_report_states_what_closed_since_the_prior_review	The test only checks fixed review text and does not mention pair verdicts or run-to-run byte stability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_the_two_axes_render_independently_for_the_same_obligation	The test only checks two substrings in one report and does not compare repeated runs or byte identity.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_tier_label_comes_from_the_recorded_tier_not_a_hardcoded_string	This test only checks the tier label text, not run-to-run report byte stability.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_report.py::test_unclassified_obligation_renders_as_unclassified	This test only asserts the unclassified obligation text, not byte-stable report output across runs.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_rerun.py::test_a_prior_review_of_a_different_task_is_not_used	This test only checks that no prior review is reused for a changed task.
byte-identical-review-state-and-report-output/pair-report-block-introduces-run-variant-output	tests/test_rerun.py::test_a_rerun_still_reports_a_gap_in_code_the_new_work_never_touched	The test only checks specific review fields and does not assert byte-identical report output.
